Company Name,Car Name,Variant,Fuel Type,Tyre Condition,Make Year,Owner Type,Registration Number,Mileage,Price,Transmission Type,Body Color,Service Record,Insurance,Registration Certificate,Accessories
Nissan,F-150,GT,Diesel,Needs Replacement,2015.0,Third,68-994-3188,188234.0,270745.0,Manual,Gold,Major Service at 105708 km,Valid Until [date],Not Available,"Leather Seats, Music System, GPS"
Ford,Accord,LE,Diesel,New,2019.0,Second,16-525-2309,110557.0,939573.0,Automatic (Tiptronic),Red,Major Service at 97511 km,Valid Until [date],Available,Sunroof
Volkswagen,Swift,SE,Diesel,New,2024.0,Second,58-406-4450,114005.0,756472.0,Automatic,Maroon,Major Service at 67791 km,No Current Insurance,Not Available,"Sunroof, Alloy Wheels, Leather Seats"
Nissan,Kwid,EX,CNG,New,2021.0,First,99-408-9616,148628.0,553215.0,Manual,Black,Major Service at 56067 km,Valid Until [date],Available,Alloy Wheels
Hyundai,F-150,GT,Diesel,Used,2020.0,Second,93-270-8096,147567.0,964598.0,Automatic,Gold,No Service Record,No Current Insurance,Available,"Leather Seats, Sunroof, Music System, Alloy Wheels"
Honda,F-150,EX,CNG,Needs Replacement,2021.0,Third,37-228-5982,120650.0,910317.0,Automatic,Silver,Major Service at 143063 km,No Current Insurance,Available,GPS
Volkswagen,Cruze,GT,Diesel,Needs Replacement,2020.0,First,34-844-4325,92815.0,707213.0,Automatic,Red,No Service Record,No Current Insurance,Available,"Sunroof, Alloy Wheels, Leather Seats, GPS"
Toyota,Cruze,SL,Petrol,Used,2020.0,Second,76-476-3544,137264.0,761688.0,Manual,Maroon,Major Service at 106077 km,Valid Until [date],Not Available,GPS
Toyota,Elantra,GT,Diesel,New,2019.0,Second,60-403-4612,196807.0,916392.0,Automatic,Black,No Service Record,No Current Insurance,Available,Sunroof
Nissan,Swift,RXE,CNG,Needs Replacement,2019.0,Third,61-823-9688,159343.0,458269.0,Automatic,Grey,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, GPS, Music System, Leather Seats"
Maruti Suzuki,Sunny,ZXI,Petrol,Used,2022.0,First,88-776-1898,49584.0,635864.0,Manual,Red,Full Service History,No Current Insurance,Available,Sunroof
Toyota,Sunny,SE,Petrol,New,2021.0,Second,93-686-3535,196058.0,239394.0,Manual,Blue,No Service Record,Valid Until [date],Available,Sunroof
Chevrolet,Swift,LE,Diesel,Needs Replacement,2021.0,First,53-171-1297,90161.0,268411.0,Automatic,Maroon,No Service Record,No Current Insurance,Available,Sunroof
Chevrolet,Seltos,LE,Diesel,New,2022.0,Second,69-687-2169,189125.0,529803.0,Automatic,Gold,Full Service History,No Current Insurance,Available,"Music System, Leather Seats"
Kia,Sunny,RXE,CNG,New,2015.0,First,11-217-3729,108367.0,446041.0,Automatic,Gold,Major Service at 148766 km,No Current Insurance,Not Available,"Sunroof, GPS"
Volkswagen,Seltos,XL,Petrol,Used,2024.0,First,80-169-7750,193758.0,479805.0,Automatic,Maroon,No Service Record,Valid Until [date],Not Available,"Leather Seats, GPS, Alloy Wheels, Sunroof"
Renault,Sunny,SE,Diesel,Used,2022.0,First,23-858-9605,78315.0,404494.0,Manual,Red,No Service Record,Valid Until [date],Available,Sunroof
Nissan,Cruze,LE,CNG,New,2018.0,Third,25-222-1380,23242.0,662370.0,Automatic,Gold,Major Service at 90161 km,Valid Until [date],Not Available,"Leather Seats, GPS, Alloy Wheels"
Kia,Seltos,SL,Diesel,New,2024.0,First,26-782-4431,65796.0,484653.0,Automatic (Tiptronic),Maroon,Major Service at 64282 km,Valid Until [date],Not Available,"Leather Seats, Sunroof, GPS, Music System"
Ford,Accord,XL,CNG,New,2017.0,Second,96-850-2163,155113.0,301965.0,Automatic,White,Full Service History,Valid Until [date],Not Available,Sunroof
Toyota,Elantra,EX,Diesel,Needs Replacement,2023.0,Third,33-896-8268,27896.0,770545.0,Manual,Blue,Major Service at 86631 km,No Current Insurance,Available,"Music System, GPS, Sunroof"
Maruti Suzuki,Elantra,SL,CNG,New,2016.0,First,97-113-5172,44132.0,946184.0,Automatic,Blue,Major Service at 144218 km,Valid Until [date],Available,"Music System, GPS, Sunroof"
Maruti Suzuki,Cruze,GT,CNG,Needs Replacement,2016.0,First,45-471-9589,31401.0,895386.0,Manual,Gold,Major Service at 143939 km,No Current Insurance,Not Available,"Music System, Sunroof, GPS, Alloy Wheels"
Maruti Suzuki,Swift,RXE,Petrol,New,2020.0,Second,77-416-7002,170165.0,322150.0,Manual,Grey,Full Service History,Valid Until [date],Not Available,"Sunroof, GPS, Music System, Leather Seats"
Nissan,Cruze,EX,Petrol,New,2018.0,Third,96-233-1171,194834.0,816189.0,Automatic (Tiptronic),Grey,Major Service at 79660 km,No Current Insurance,Not Available,"GPS, Sunroof, Music System, Alloy Wheels"
Renault,Kwid,SE,Petrol,Needs Replacement,2020.0,First,69-643-6485,149647.0,341057.0,Automatic,White,No Service Record,Valid Until [date],Available,Sunroof
Kia,Kwid,SL,CNG,Needs Replacement,2017.0,Second,51-955-8608,199120.0,524859.0,Automatic (Tiptronic),White,No Service Record,Valid Until [date],Available,"Sunroof, GPS, Leather Seats, Music System"
Kia,Camry,RXE,Petrol,Needs Replacement,2016.0,Second,43-418-7502,25527.0,484492.0,Automatic,White,No Service Record,Valid Until [date],Not Available,Sunroof
Chevrolet,Elantra,ZXI,CNG,Used,2021.0,Third,44-689-1460,171526.0,616033.0,Automatic,White,Major Service at 111606 km,Valid Until [date],Available,"Leather Seats, Sunroof"
Chevrolet,Kwid,SL,Diesel,New,2023.0,First,65-488-8449,100981.0,251344.0,Automatic (Tiptronic),Gold,Major Service at 77481 km,Valid Until [date],Available,Sunroof
Renault,Cruze,GT,Petrol,New,2015.0,First,89-192-9447,30111.0,588322.0,Automatic (Tiptronic),Gold,Major Service at 80800 km,No Current Insurance,Not Available,Music System
Kia,Sunny,RXE,Diesel,Used,2021.0,Third,29-762-3996,199502.0,937974.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"GPS, Leather Seats"
Toyota,Seltos,RXE,CNG,Used,2016.0,First,35-413-6703,49113.0,821907.0,Manual,Grey,No Service Record,Valid Until [date],Not Available,"Leather Seats, Sunroof"
Toyota,Polo,LE,Petrol,Needs Replacement,2016.0,Third,38-329-1875,190441.0,201314.0,Manual,Black,Full Service History,No Current Insurance,Available,"Alloy Wheels, Music System, GPS, Sunroof"
Toyota,Cruze,LE,Diesel,New,2024.0,First,57-618-3776,195845.0,311605.0,Manual,Red,No Service Record,Valid Until [date],Not Available,"Music System, Sunroof, GPS, Alloy Wheels"
Hyundai,Kwid,SL,Petrol,Needs Replacement,2018.0,First,59-173-5247,48562.0,593585.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,Music System
Renault,Sunny,Highline,CNG,New,2021.0,Second,24-448-2020,22813.0,483012.0,Manual,Blue,No Service Record,Valid Until [date],Not Available,"GPS, Alloy Wheels, Sunroof, Music System"
Honda,Kwid,RXE,CNG,Needs Replacement,2016.0,First,80-304-9466,115364.0,528720.0,Automatic,Black,No Service Record,Valid Until [date],Not Available,"Music System, Sunroof, Leather Seats"
Kia,Swift,LE,Diesel,New,2016.0,Second,70-438-7582,56918.0,790870.0,Automatic (Tiptronic),Silver,Major Service at 144774 km,Valid Until [date],Available,Sunroof
Toyota,Elantra,LE,Diesel,Needs Replacement,2023.0,Third,27-961-3312,156380.0,400191.0,Automatic,Grey,No Service Record,No Current Insurance,Available,"Sunroof, GPS, Leather Seats"
Toyota,Elantra,SE,CNG,New,2016.0,First,36-419-8895,80776.0,275440.0,Automatic,Grey,Full Service History,Valid Until [date],Available,Alloy Wheels
Hyundai,Sunny,SE,CNG,New,2019.0,Third,89-337-1041,63668.0,544026.0,Automatic (Tiptronic),Red,No Service Record,No Current Insurance,Available,"GPS, Leather Seats, Music System, Alloy Wheels"
Maruti Suzuki,Elantra,LE,Petrol,New,2024.0,Second,72-108-6970,46754.0,717688.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,"GPS, Leather Seats, Music System"
Toyota,Cruze,RXE,CNG,Needs Replacement,2021.0,Third,83-843-3169,83257.0,735724.0,Automatic,Grey,No Service Record,Valid Until [date],Not Available,"Alloy Wheels, Leather Seats, Sunroof, GPS"
Kia,Sunny,Highline,CNG,New,2022.0,Third,48-220-9290,171650.0,331655.0,Manual,Red,Full Service History,No Current Insurance,Available,Sunroof
Renault,Sunny,SL,Petrol,New,2016.0,First,85-958-7109,147122.0,623722.0,Automatic (Tiptronic),Blue,Full Service History,Valid Until [date],Not Available,"GPS, Leather Seats, Sunroof, Music System"
Honda,F-150,RXE,CNG,Needs Replacement,2024.0,First,49-783-1516,155416.0,345569.0,Manual,Maroon,Full Service History,No Current Insurance,Not Available,"Alloy Wheels, GPS"
Toyota,Seltos,LE,Diesel,Used,2023.0,First,13-943-2330,13450.0,907941.0,Automatic (Tiptronic),Maroon,Major Service at 69077 km,No Current Insurance,Not Available,"Sunroof, GPS"
Hyundai,F-150,XL,Petrol,Needs Replacement,2016.0,First,68-149-8160,29432.0,256922.0,Automatic (Tiptronic),Red,No Service Record,Valid Until [date],Available,"Sunroof, Music System"
Nissan,Seltos,SL,Diesel,New,2015.0,First,56-932-2734,89904.0,786739.0,Manual,Silver,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats, GPS, Music System"
Honda,Polo,LE,Petrol,Used,2017.0,Second,26-116-7311,63464.0,254421.0,Automatic,Silver,Full Service History,No Current Insurance,Not Available,Sunroof
Volkswagen,Accord,RXE,Petrol,Used,2020.0,Third,65-120-3266,185673.0,789654.0,Automatic,Red,No Service Record,No Current Insurance,Not Available,"Music System, Leather Seats, GPS, Sunroof"
Kia,Camry,RXE,Diesel,Used,2018.0,Second,29-595-3732,171241.0,242088.0,Automatic,Gold,Major Service at 142733 km,No Current Insurance,Not Available,Alloy Wheels
Chevrolet,Kwid,LE,Petrol,New,2018.0,Third,78-181-2128,134144.0,317258.0,Manual,Black,No Service Record,No Current Insurance,Available,"Alloy Wheels, Sunroof"
Volkswagen,Polo,Highline,Petrol,Needs Replacement,2021.0,First,76-869-1589,115110.0,724775.0,Automatic (Tiptronic),Grey,Major Service at 103391 km,No Current Insurance,Not Available,"GPS, Sunroof, Music System, Leather Seats"
Honda,F-150,SE,Diesel,New,2018.0,Third,17-402-7836,83763.0,626245.0,Automatic,Grey,No Service Record,No Current Insurance,Available,"GPS, Alloy Wheels"
Maruti Suzuki,Camry,LE,CNG,New,2015.0,Third,38-833-6563,190218.0,710931.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,"Music System, Alloy Wheels, Sunroof"
Volkswagen,Swift,LE,Diesel,New,2017.0,Third,96-721-9809,131081.0,324257.0,Automatic (Tiptronic),Silver,No Service Record,No Current Insurance,Available,"Leather Seats, Alloy Wheels, GPS"
Nissan,Accord,ZXI,Diesel,Needs Replacement,2019.0,First,39-937-4491,173075.0,283127.0,Manual,Blue,No Service Record,No Current Insurance,Not Available,"Music System, Sunroof, Leather Seats"
Renault,Polo,LE,CNG,Used,2015.0,First,61-444-8307,169666.0,639851.0,Automatic,White,Full Service History,Valid Until [date],Not Available,"Music System, GPS, Alloy Wheels, Sunroof"
Toyota,Elantra,LE,CNG,Used,2020.0,First,76-598-4027,160247.0,365123.0,Automatic,Maroon,Major Service at 62733 km,Valid Until [date],Not Available,"GPS, Music System"
Maruti Suzuki,Polo,XL,Diesel,New,2023.0,Second,42-181-2651,134692.0,728220.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,Alloy Wheels
Nissan,Cruze,GT,Petrol,Needs Replacement,2021.0,Third,98-149-2676,124682.0,449288.0,Manual,Silver,Full Service History,No Current Insurance,Available,"Music System, Leather Seats, Sunroof, Alloy Wheels"
Toyota,Seltos,LE,Petrol,Used,2019.0,First,17-865-3738,194894.0,267104.0,Automatic,Black,No Service Record,No Current Insurance,Not Available,Leather Seats
Volkswagen,Kwid,SE,CNG,New,2019.0,Second,43-492-9710,177253.0,902645.0,Automatic (Tiptronic),Red,Full Service History,No Current Insurance,Not Available,"Music System, GPS, Sunroof"
Honda,Kwid,EX,Diesel,Used,2018.0,Third,91-530-1601,158707.0,839511.0,Manual,Gold,Full Service History,Valid Until [date],Not Available,"Leather Seats, GPS, Music System, Sunroof"
Chevrolet,Cruze,SE,Diesel,New,2024.0,First,21-283-2076,34445.0,487668.0,Automatic (Tiptronic),Maroon,Full Service History,No Current Insurance,Available,"Music System, Leather Seats, Alloy Wheels"
Renault,F-150,SE,Diesel,Used,2019.0,Second,43-777-1633,145812.0,282024.0,Automatic (Tiptronic),Maroon,No Service Record,No Current Insurance,Available,"Sunroof, GPS"
Volkswagen,Cruze,Highline,CNG,Used,2019.0,Third,12-697-2872,51994.0,608519.0,Manual,Silver,Major Service at 136669 km,No Current Insurance,Available,"Leather Seats, Sunroof, GPS"
Renault,Camry,LE,CNG,Needs Replacement,2016.0,First,80-650-1554,91404.0,521230.0,Automatic,Silver,Full Service History,No Current Insurance,Available,"GPS, Leather Seats"
Maruti Suzuki,Sunny,SE,CNG,Needs Replacement,2017.0,First,66-145-1341,114892.0,242750.0,Automatic (Tiptronic),Red,Major Service at 55221 km,No Current Insurance,Not Available,"Leather Seats, Alloy Wheels, Sunroof, GPS"
Ford,F-150,RXE,CNG,Needs Replacement,2020.0,Third,59-569-6269,148813.0,634179.0,Automatic (Tiptronic),White,Major Service at 107902 km,No Current Insurance,Available,Music System
Hyundai,Elantra,LE,Diesel,New,2022.0,Second,84-508-2978,61488.0,744755.0,Automatic (Tiptronic),Silver,Major Service at 114867 km,Valid Until [date],Not Available,"Sunroof, Leather Seats, Music System"
Hyundai,Sunny,RXE,Diesel,Used,2016.0,Second,14-915-4821,118549.0,454831.0,Automatic,Black,Major Service at 68931 km,Valid Until [date],Not Available,"GPS, Alloy Wheels"
Maruti Suzuki,F-150,SL,Diesel,Used,2024.0,Third,32-926-4168,186386.0,530068.0,Manual,Grey,Full Service History,Valid Until [date],Available,Sunroof
Ford,Kwid,LE,CNG,New,2017.0,Third,36-114-5251,159675.0,225841.0,Automatic (Tiptronic),Red,No Service Record,No Current Insurance,Available,Sunroof
Volkswagen,Seltos,LE,Petrol,Needs Replacement,2021.0,First,84-163-3896,170771.0,433518.0,Automatic (Tiptronic),Maroon,Major Service at 51453 km,Valid Until [date],Not Available,Alloy Wheels
Ford,Cruze,Highline,CNG,Needs Replacement,2021.0,Third,50-410-9693,124743.0,414687.0,Automatic,White,Full Service History,No Current Insurance,Available,GPS
Renault,Elantra,SE,Diesel,New,2023.0,Second,32-107-7759,186667.0,353897.0,Automatic (Tiptronic),Black,No Service Record,Valid Until [date],Not Available,"Sunroof, Leather Seats, Music System, GPS"
Toyota,Seltos,SE,Diesel,New,2019.0,Third,25-843-3829,184015.0,491469.0,Manual,Red,No Service Record,Valid Until [date],Not Available,Sunroof
Nissan,Swift,LE,Diesel,Needs Replacement,2017.0,First,51-480-2979,164565.0,337717.0,Automatic,Blue,Major Service at 106417 km,Valid Until [date],Not Available,"Sunroof, GPS, Music System"
Ford,Seltos,EX,CNG,New,2019.0,Second,90-810-7036,24476.0,354612.0,Manual,White,Full Service History,No Current Insurance,Available,Sunroof
Nissan,Camry,GT,CNG,Used,2015.0,Third,86-852-7821,130513.0,510429.0,Automatic,Gold,Major Service at 81713 km,No Current Insurance,Available,"Sunroof, Alloy Wheels, GPS, Leather Seats"
Ford,Sunny,LE,Petrol,Needs Replacement,2016.0,First,66-935-2860,52551.0,927046.0,Manual,Red,No Service Record,No Current Insurance,Not Available,Leather Seats
Honda,Kwid,SE,CNG,New,2017.0,Third,68-998-5653,125209.0,490745.0,Manual,White,Major Service at 94172 km,No Current Insurance,Available,"Music System, GPS, Sunroof"
Volkswagen,F-150,XL,Diesel,New,2023.0,Second,32-389-5987,159385.0,557845.0,Automatic (Tiptronic),White,Full Service History,No Current Insurance,Not Available,Sunroof
Volkswagen,Camry,EX,Petrol,New,2019.0,Second,43-919-1946,197918.0,419053.0,Automatic (Tiptronic),Gold,Full Service History,No Current Insurance,Not Available,"GPS, Alloy Wheels"
Kia,Accord,LE,Petrol,Used,2024.0,Second,13-649-1307,143351.0,944777.0,Automatic,White,No Service Record,Valid Until [date],Available,"GPS, Sunroof, Leather Seats"
Hyundai,Swift,SE,CNG,Needs Replacement,2022.0,Second,55-383-6416,186180.0,273645.0,Automatic (Tiptronic),Silver,Full Service History,No Current Insurance,Not Available,Sunroof
Kia,Seltos,RXE,Petrol,Needs Replacement,2020.0,Second,17-562-8612,10195.0,727717.0,Manual,Red,Major Service at 53137 km,Valid Until [date],Not Available,Sunroof
Toyota,Kwid,EX,Petrol,New,2020.0,Third,87-160-8565,193755.0,319711.0,Automatic (Tiptronic),Maroon,Major Service at 141784 km,Valid Until [date],Not Available,Sunroof
Volkswagen,Seltos,LE,Petrol,Used,2023.0,Second,43-264-7144,142115.0,919459.0,Manual,Grey,No Service Record,No Current Insurance,Not Available,"Alloy Wheels, GPS, Sunroof"
Hyundai,Seltos,EX,Petrol,Needs Replacement,2017.0,Second,56-951-7952,62705.0,550533.0,Manual,Blue,No Service Record,Valid Until [date],Available,"Alloy Wheels, Leather Seats, GPS, Sunroof"
Hyundai,Elantra,EX,Petrol,Used,2018.0,Third,46-679-6964,117741.0,786265.0,Automatic,Red,Major Service at 66488 km,Valid Until [date],Available,Sunroof
Kia,Camry,Highline,Diesel,New,2023.0,Second,33-640-6138,92304.0,507881.0,Automatic,Blue,Major Service at 66408 km,No Current Insurance,Not Available,Music System
Honda,Kwid,Highline,Diesel,Needs Replacement,2021.0,Second,76-216-6215,32888.0,529307.0,Automatic (Tiptronic),Silver,No Service Record,Valid Until [date],Not Available,Sunroof
Ford,Seltos,XL,Petrol,Used,2019.0,First,24-615-1976,38285.0,512850.0,Automatic (Tiptronic),Blue,No Service Record,No Current Insurance,Available,Sunroof
Toyota,Swift,SL,CNG,Needs Replacement,2022.0,Second,55-309-7797,102306.0,575705.0,Automatic,Grey,No Service Record,No Current Insurance,Available,Sunroof
Ford,F-150,RXE,Petrol,Used,2024.0,First,56-544-3139,130201.0,534496.0,Manual,Grey,Major Service at 96407 km,Valid Until [date],Available,"Leather Seats, Music System, GPS, Sunroof"
Toyota,Accord,ZXI,CNG,New,2019.0,Second,98-276-6184,13260.0,474938.0,Automatic,Silver,No Service Record,Valid Until [date],Not Available,Leather Seats
Kia,Elantra,LE,Diesel,Needs Replacement,2017.0,Second,76-838-3214,87447.0,968556.0,Automatic,Red,Major Service at 84442 km,Valid Until [date],Available,"Music System, Leather Seats"
Toyota,Seltos,XL,Diesel,Needs Replacement,2020.0,First,45-132-7962,131718.0,763087.0,Automatic,Red,Full Service History,No Current Insurance,Not Available,Music System
Kia,Kwid,Highline,Diesel,Needs Replacement,2023.0,Second,67-124-5319,32420.0,606720.0,Automatic,Red,No Service Record,Valid Until [date],Available,"Music System, Sunroof, Leather Seats"
Volkswagen,Sunny,LE,Diesel,New,2023.0,First,30-703-3312,32614.0,443672.0,Manual,Maroon,Full Service History,Valid Until [date],Available,Sunroof
Hyundai,Swift,ZXI,CNG,New,2018.0,First,28-783-4372,86728.0,499033.0,Automatic (Tiptronic),Red,Full Service History,Valid Until [date],Not Available,"Leather Seats, Music System, GPS, Sunroof"
Maruti Suzuki,F-150,Highline,Diesel,New,2023.0,Second,89-572-3823,186326.0,648419.0,Manual,Grey,Full Service History,Valid Until [date],Available,Sunroof
Honda,F-150,XL,Diesel,Used,2017.0,Third,28-783-6790,93254.0,681448.0,Manual,Black,Full Service History,Valid Until [date],Not Available,Sunroof
Renault,Elantra,SL,Diesel,New,2022.0,Third,94-854-8258,174834.0,311295.0,Automatic (Tiptronic),Grey,Full Service History,No Current Insurance,Not Available,"Sunroof, GPS"
Toyota,F-150,GT,CNG,New,2015.0,Second,25-868-7710,10298.0,370617.0,Manual,Grey,Full Service History,No Current Insurance,Available,Leather Seats
Chevrolet,F-150,GT,Petrol,Needs Replacement,2022.0,Second,40-644-5575,150240.0,222480.0,Automatic,Silver,Full Service History,No Current Insurance,Available,Alloy Wheels
